"","DATE","WSR_PK","WSR_AV","T_PK","T85","RH85","U85","V85","T70","U70","V70","T50","RH50","U50","V50","SLP","Precp","OzoneDay1hPeak","Oz8h","WSR.vect","T.vect"
"2188",2004-02-09,0.42,0.29,0.482,0.4240506,0.46,0.0854,0.0844,0.4789272,0.2756,0.1428,0.3896104,0.3,0.3412,0.1546,0.76,0.004842615,"0","0","6","1"
"2189",2004-02-10,0.36,0.25,0.428,0.5348101,0.9,0.1598,0.064,0.3390805,0.2746,0.0856,0.4155844,0.63,0.448,0.079,0.6266667,0.1782082,"0","0","3","4"
"2190",2004-02-11,0.53,0.25,0.342,0.5348101,0.89,-0.0018,0.0462,0.4712644,0.2344,0.1978,0.5497835,0.87,0.368,0.1862,0.5466667,0.06779661,"0","0","5","1"
"2191",2004-02-12,0.53,0.4,0.27,0.6107595,0.88,0.2572,0.1072,0.5249042,0.3428,0.1952,0.5194805,0.92,0.5056,0.2644,0.4533333,0,"0","0","3","1"
"2192",2004-02-13,0.35,0.24,0.234,0.4556962,0.57,0.014,-0.0286,0.4444444,0.2514,0.0762,0.4848485,0.57,0.4438,0.2438,0.72,0.01210654,"0","0","6","1"
"2193",2004-02-14,0.57,0.35,0.216,0.4303797,0.96,0.0062,0.1648,0.3524904,0.25,0.1474,0.4155844,0.88,0.3788,0.4508,0.5466667,0.04794189,"0","0","5","1"
"2194",2004-02-15,0.33,0.18,0.384,0.210443,0.68,0.1768,-0.0788,0.1954023,0.3316,-0.0932,0.4112554,0.07,0.58,0.0964,0.4933333,0,"0","0","6","4"
"2195",2004-02-16,0.29,0.12,0.438,0.2879747,0.48,0.0152,-0.0744,0.335249,0.194,-0.0316,0.2380952,0.39,0.3312,0.1604,0.6933333,0,"0","0","4","4"
"2196",2004-02-17,0.39,0.19,0.494,0.3449367,0.52,0.1436,-0.0552,0.210728,0.2772,-0.0742,0.1471861,0.25,0.5016,-0.011,0.76,0,"0","0","3","6"
"2197",2004-02-18,0.44,0.2,0.474,0.3006329,0.52,0.0386,-0.158,0.3544061,0.1656,-0.3136,0.4805195,0.12,0.2992,-0.3328,0.92,0,"0","0","4","8"
"2198",2004-02-19,0.6,0.36,0.522,0.4873418,0.09,-0.0086,-0.0228,0.5862069,0.064,-0.077,0.5757576,0.09,0.2118,-0.1324,0.7466667,0,"0","0","6","5"
"2199",2004-02-20,0.5,0.23,0.572,0.5221519,0.5,0.1524,0.2082,0.6704981,0.2076,0.0732,0.5367965,0.06,0.4158,0.0956,0.4133333,0,"0","0","5","6"
"2200",2004-02-21,0.43,0.21,0.516,0.5031646,0.82,0.1,-0.0406,0.5747126,0.2762,-0.0118,0.4891775,0.27,0.4808,-0.0084,0.44,0,"0","0","6","4"
"2201",2004-02-22,0.45,0.23,0.522,0.5379747,0.28,0.029,0.0154,0.559387,0.1646,0.0072,0.5021645,0.07,0.3258,0.1028,0.5466667,0.07118644,"0","0","4","2"
"2202",2004-02-23,0.23,0.18,0.484,0.5886076,0.91,0.0388,0.2004,0.467433,0.2018,0.1846,0.4112554,0.38,0.2368,0.2244,0.44,0.002421308,"0","0","6","1"
"2203",2004-02-24,0.42,0.2,0.462,0.585443,0.77,0.0868,0.0694,0.5478927,0.2252,0.1212,0.4199134,0.4,0.4182,0.2972,0.32,0.0590799,"0","0","2","1"
"2204",2004-02-25,0.64,0.38,0.372,0.4905063,0.74,0.0522,-0.043,0.3237548,0.1506,0.0866,0.1948052,0.55,0.2778,0.3168,0.2133333,0.003874092,"0","0","3","1"
"2205",2004-02-26,0.4,0.24,0.404,0.2943038,0.93,0.0542,-0.1464,0.2413793,0.0944,-0.099,0.2294372,0.51,0.1642,-0.139,0.4133333,0,"0","0","3","6"
"2206",2004-02-27,0.36,0.18,0.422,0.3892405,0.38,-0.0014,-0.1384,0.4176245,0.0916,-0.1462,0.3290043,0.12,0.1824,-0.2172,0.6266667,0,"0","0","3","4"
"2207",2004-02-28,0.64,0.37,0.442,0.5506329,0.02,-0.0564,0.0508,0.5900383,0.079,0.09,0.4242424,0.17,0.1958,0.078,0.72,0,"0","0","6","2"
"2208",2004-02-29,0.49,0.35,0.516,0.6708861,0.83,0.0412,0.0886,0.5555556,0.2034,0.2278,0.5238095,0.49,0.2784,0.1298,0.4666667,0.06004843,"0","0","5","6"
"2209",2004-03-01,0.4,0.18,0.532,0.5664557,0.81,0.098,0.2428,0.3908046,0.204,0.1608,0.5411255,0.18,0.4206,0.3512,0.4533333,0.01113801,"0","0","6","8"
"2210",2004-03-02,0.49,0.29,0.596,0.6139241,0.8,-0.0018,0.193,0.5057471,0.2212,0.123,0.5670996,0.11,0.3618,0.22,0.5066667,0,"0","0","6","5"
"2211",2004-03-03,0.49,0.38,0.596,0.6297468,0.81,-0.0856,0.198,0.651341,0.0684,0.188,0.5584416,0.55,0.2976,0.1932,0.56,0.001452785,"0","0","6","5"
"2212",2004-03-04,0.81,0.45,0.562,0.6234177,0.85,-0.0412,0.2418,0.7509579,0.0372,0.273,0.6320346,0.38,0.1482,0.3014,0.48,0.004842615,"0","0","5","5"
"2213",2004-03-05,0.28,0.14,0.59,0.6993671,0.81,0.043,0.3502,0.6551724,0.156,0.2922,0.6450216,0.26,0.398,0.3582,0.3333333,0.01985472,"0","0","5","2"
"2214",2004-03-06,0.37,0.17,0.574,0.664557,0.63,0.2242,0.0396,0.6896552,0.3786,0.313,0.6969697,0.21,0.5126,0.3632,0.4533333,0,"0","0","3","6"
"2215",2004-03-07,0.36,0.19,0.66,0.6170886,0.23,0.2016,0.0046,0.7049808,0.2766,0.0108,0.6839827,0.06,0.485,0.1212,0.6133333,0,"0","0","6","6"
"2216",2004-03-08,0.39,0.19,0.52,0.6139241,0.28,0.1254,-0.1536,0.6398467,0.1936,-0.2316,0.5844156,0.02,0.2396,-0.0902,0.7333333,0,"0","0","6","4"
"2217",2004-03-09,0.55,0.27,0.62,0.5664557,0.22,0.0512,-0.1822,0.4980843,0.0914,-0.1174,0.4718615,0.09,0.3022,-0.1746,0.68,0,"0","0","4","4"
"2218",2004-03-10,0.51,0.27,0.472,0.4968354,0.13,0.0486,-0.1508,0.4329502,0.0676,-0.2734,0.5281385,0.05,0.2084,-0.221,0.64,0,"0","0","6","6"
"2219",2004-03-11,0.3,0.19,0.542,0.5822785,0.02,0.0586,0.1076,0.4367816,0.1382,0.0172,0.4372294,0.06,0.1916,0.0602,0.7066667,0,"0","0","6","2"
"2220",2004-03-12,0.32,0.16,0.494,0.5126582,0.36,-0.0856,-0.0756,0.4636015,0.0654,-0.0418,0.4848485,0.45,0.2664,0.0084,0.6933333,0,"0","0","4","4"
"2221",2004-03-13,0.48,0.28,0.48,0.471519,0.64,-0.145,0.0808,0.4329502,0.062,0.1074,0.4415584,0.84,0.32,0.164,0.6266667,0.003874092,"0","0","6","1"
"2222",2004-03-14,0.21,0.14,0.472,0.5253165,0.81,0.0564,0.1126,0.4597701,0.1526,0.0242,0.4761905,0.55,0.2982,0.1262,0.6133333,0.1670702,"0","0","2","1"
"2223",2004-03-15,0.19,0.11,0.556,0.528481,0.92,0.0484,0.02,0.4291188,0.1376,0.0964,0.4718615,0.5,0.362,0.083,0.5866667,0.001452785,"0","0","4","1"
"2224",2004-03-16,0.36,0.15,0.602,0.5537975,0.86,0.0818,-0.0362,0.4099617,0.1594,-0.0098,0.4372294,0.15,0.426,0,0.48,0.007263923,"0","0","6","5"
"2225",2004-03-17,0.42,0.27,0.618,0.5506329,0.64,0.094,-0.0494,0.4137931,0.2212,-0.0976,0.3766234,0.06,0.3738,-0.2438,0.4666667,0,"0","0","6","5"
"2226",2004-03-18,0.4,0.29,0.646,0.6424051,0.35,0.1422,0.1298,0.5670498,0.151,-0.015,0.4848485,0.08,0.4018,-0.012,0.4666667,0,"0","0","6","5"
"2227",2004-03-19,0.42,0.26,0.59,0.7088608,0.16,-0.017,0.0704,0.5019157,-0.0266,-0.0356,0.4415584,0.07,0.1496,-0.1168,0.6,0,"0","0","6","5"
"2228",2004-03-20,0.32,0.19,0.638,0.6677215,0.11,-0.0316,0.1454,0.5478927,-0.0606,0.0114,0.4329004,0.12,0.0494,-0.0386,0.6933333,0,"0","0","6","6"
"2229",2004-03-21,0.4,0.17,0.554,0.6329114,0.41,-0.0194,-0.0416,0.5249042,0.0054,-0.0888,0.4545455,0.08,0.128,-0.0958,0.72,0.02566586,"0","0","5","7"
"2230",2004-03-22,0.44,0.25,0.504,0.6012658,0.38,0.0254,-0.1024,0.5440613,0.0846,-0.045,0.4112554,0.13,0.1334,-0.1832,0.72,0,"0","0","3","4"
"2231",2004-03-23,0.52,0.31,0.524,0.5411392,0.32,-0.0386,-0.008,0.4980843,0.072,-0.0136,0.4415584,0.23,0.169,-0.0106,0.76,0,"0","0","6","4"
"2232",2004-03-24,0.46,0.34,0.516,0.5759494,0.38,-0.0246,0.1606,0.4904215,0.0636,0.1748,0.4025974,0.8,0.1408,0.1528,0.72,0,"0","0","6","5"
"2233",2004-03-25,0.53,0.38,0.59,0.5094937,0.87,-0.0114,0.172,0.4291188,0.0894,0.1418,0.4112554,0.81,0.1614,0.028,0.6666667,0.01210654,"0","0","3","5"
"2234",2004-03-26,0.52,0.37,0.572,0.5696203,0.66,-0.0538,0.128,0.5478927,0.047,-0.0022,0.5584416,0.41,0.1422,-0.1422,0.7066667,0,"0","0","6","5"
"2235",2004-03-27,0.56,0.39,0.576,0.5791139,0.54,-0.075,0.156,0.5478927,0.0038,0.084,0.5844156,0.4,0.1274,-0.0762,0.6533333,0.002421308,"0","0","6","5"
"2236",2004-03-28,0.42,0.3,0.624,0.5791139,0.77,-0.0414,0.1918,0.6896552,0.0544,0.1414,0.5281385,0.29,0.169,0,0.56,0.002421308,"0","0","6","5"
"2237",2004-03-29,0.33,0.15,0.524,0.5917722,0.79,0.0488,0.0834,0.5517241,0.0692,0.0126,0.5021645,0.13,0.2238,0.0304,0.56,0.01452785,"0","0","3","6"
"2238",2004-03-30,0.51,0.19,0.646,0.5917722,0.16,0.056,-0.2086,0.4444444,0.2364,-0.095,0.3679654,0.41,0.2718,-0.0516,0.6133333,0,"0","0","4","6"
"2239",2004-03-31,0.32,0.1,0.644,0.5696203,0.25,0.1862,-0.1578,0.3850575,0.2658,-0.293,0.3333333,0.08,0.3678,-0.2806,0.5466667,0,"0","0","2","6"
"2240",2004-04-01,0.36,0.16,0.664,0.5443038,0.46,0.2244,-0.0758,0.3984674,0.218,-0.2596,0.4285714,0.04,0.287,-0.2048,0.4933333,0,"0","0","2","6"
"2241",2004-04-02,0.39,0.18,0.606,0.5981013,0.51,0.1042,-0.0516,0.4482759,0.1386,-0.08,0.4155844,0.04,0.2208,-0.0938,0.44,0,"0","0","6","5"
"2242",2004-04-03,0.32,0.14,0.582,0.556962,0.51,-0.0066,2e-04,0.4482759,0.0186,-0.0118,0.4199134,0.52,0.1498,-0.1158,0.4666667,0,"0","0","5","7"
"2243",2004-04-04,0.33,0.15,0.616,0.5506329,0.69,0.002,-0.0544,0.4521073,0.0844,-0.0658,0.4978355,0.06,0.2624,-0.1516,0.4933333,0,"0","0","4","4"
"2244",2004-04-05,0.48,0.32,0.556,0.5537975,0.66,0.017,-0.021,0.5172414,0.0252,-0.0252,0.4632035,0.59,0.192,0.0084,0.4933333,0,"0","0","6","2"
"2245",2004-04-06,0.57,0.21,0.514,0.5727848,0.48,-0.0366,0.0848,0.5057471,0.06,0.0716,0.5281385,0.07,0.151,0.0266,0.48,0.062954,"0","0","2","7"
"2246",2004-04-07,0.37,0.18,0.664,0.6740506,0.78,-0.0098,-0.0106,0.6015326,0.0858,-0.026,0.5930736,0.11,0.1738,-0.0862,0.64,0,"0","0","4","2"
"2247",2004-04-08,0.29,0.13,0.604,0.664557,0.43,0.2514,-0.052,0.5287356,0.3044,-0.0536,0.4675325,0.09,0.4688,0.0102,0.2666667,0,"0","0","6","6"
"2248",2004-04-09,0.38,0.13,0.662,0.5727848,0.71,0.077,-0.0712,0.5785441,0.149,-0.046,0.4285714,0.51,0.2414,0.0426,0.36,0,"0","1","4","5"
"2249",2004-04-10,0.55,0.2,0.644,0.721519,0.43,0.0932,0.0284,0.5862069,0.1988,0.0174,0.4718615,0.17,0.3624,-0.0492,0.36,0.3162228,"0","0","5","6"
"2250",2004-04-11,0.47,0.31,0.434,0.6613924,0.58,0.1138,0.007,0.532567,0.1406,0.1012,0.5194805,0.19,0.3886,0.2196,0.3066667,0.08619855,"0","0","5","4"
"2251",2004-04-12,0.54,0.32,0.354,0.5506329,0.73,0.1644,0.014,0.408046,0.249,0.0588,0.3896104,0.59,0.47,0.2882,0.2666667,0.01840194,"0","0","6","4"
"2252",2004-04-13,0.5,0.26,0.466,0.2547468,0.95,0.0918,-0.0896,0.09195402,0.2786,-0.1496,0.1298701,0.33,0.523,0.0458,0.4533333,0,"0","0","3","6"
"2253",2004-04-14,0.24,0.12,0.542,0.2816456,0.57,0.0964,-0.133,0.3045977,0.0922,-0.177,0.2294372,0.08,0.2174,-0.2592,0.6666667,0,"0","0","1","6"
"2254",2004-04-15,0.47,0.22,0.568,0.5727848,0.11,-0.0136,-0.001,0.5287356,0.0846,-0.0478,0.4025974,0.09,0.2366,-0.0996,0.6533333,0,"0","0","4","6"
"2255",2004-04-16,0.47,0.26,0.608,0.6898734,0.03,0.024,0.0696,0.5785441,0.0924,-0.0182,0.5064935,0.04,0.1562,-0.1562,0.6533333,0,"0","0","6","5"
"2256",2004-04-17,0.5,0.31,0.618,0.721519,0.06,0.0458,0.126,0.6091954,-0.0176,0.0406,0.5151515,0.03,0.1576,-0.0486,0.6933333,0,"0","0","6","5"
"2257",2004-04-18,0.64,0.37,0.616,0.6582278,0.06,-0.0068,0.2058,0.6168582,0.0116,0.123,0.6580087,0.05,0.0714,-0.166,0.7333333,0,"0","0","6","5"
"2258",2004-04-19,0.47,0.3,0.628,0.6582278,0.12,-0.0112,0.2266,0.6666667,0.0424,0.0938,0.6969697,0.08,0.1058,0.0438,0.7333333,0,"0","0","6","5"
"2259",2004-04-20,0.55,0.34,0.614,0.5601266,0.45,0.012,0.1836,0.697318,0.0736,0.0626,0.6233766,0.6,0.2012,0.0632,0.6,0,"0","0","6","5"
"2260",2004-04-21,0.5,0.34,0.634,0.5727848,0.81,0.1182,0.1688,0.7049808,0.1586,0.0934,0.5627706,0.54,0.2972,0.1166,0.4,0,"0","0","6","5"
"2261",2004-04-22,0.5,0.35,0.658,0.6550633,0.69,0.0784,0.223,0.6934866,0.2506,0.1848,0.5887446,0.26,0.3496,0.0616,0.3333333,0,"0","0","6","5"
"2262",2004-04-23,0.56,0.39,0.642,0.7278481,0.58,0,0.237,0.7509579,0.1318,0.1482,0.6233766,0.06,0.2112,0.0444,0.4,0,"0","0","6","3"
"2263",2004-04-24,0.46,0.23,0.578,0.693038,0.74,-0.0624,0.2504,0.7509579,-0.0062,0.1848,0.5541126,0.57,0.0904,0.1378,0.4266667,0.1326877,"0","0","5","8"
"2264",2004-04-25,0.32,0.16,0.56,0.7025316,0.68,0.0306,0.1242,0.5670498,0.1758,0.0528,0.6277056,0.44,0.1896,0.112,0.4533333,0.05520581,"0","0","1","5"
"2265",2004-04-26,0.44,0.23,0.616,0.6360759,0.86,0.0678,-0.0586,0.5517241,0.1998,0.0352,0.5584416,0.84,0.3056,0.1352,0.52,0,"0","0","6","5"
"2266",2004-04-27,0.29,0.14,0.632,0.5411392,0.47,-0.0302,-0.1818,0.4559387,0.1198,-0.14,0.4545455,0.02,0.334,-0.1816,0.6,0,"0","0","4","6"
"2267",2004-04-28,0.45,0.24,0.59,0.5316456,0.52,-0.0616,-0.0656,0.6168582,0.0364,-0.0206,0.4848485,0.04,0.074,-0.01,0.5733333,0,"0","0","6","5"
"2268",2004-04-29,0.45,0.29,0.642,0.5348101,0.7,0.016,0.199,0.5708812,0.0816,0.2632,0.4502165,0.79,0.2856,0.273,0.5066667,0,"0","0","6","5"
"2269",2004-04-30,0.49,0.29,0.666,0.693038,0.67,0.1322,0.1408,0.6283525,0.188,0.124,0.5238095,0.06,0.2236,0.1138,0.4533333,0.01210654,"0","0","6","5"
"2270",2004-05-01,0.52,0.39,0.566,0.7151899,0.86,0.038,0.2482,0.605364,0.156,0.1856,0.5194805,0.46,0.3316,0.0796,0.4133333,0.3113801,"0","0","5","8"
"2271",2004-05-02,0.47,0.3,0.536,0.5759494,0.81,0.085,-0.0328,0.5057471,0.2678,-0.0338,0.5454545,0.46,0.2842,0.2622,0.4533333,0,"0","0","3","6"
"2272",2004-05-03,0.31,0.13,0.632,0.4936709,0.37,-0.0592,-0.2024,0.4942529,0.1024,-0.1118,0.4588745,0.07,0.2002,-0.0934,0.6,0,"0","0","4","6"
"2273",2004-05-04,0.34,0.2,0.652,0.556962,0.63,0.043,-0.0824,0.5478927,0.0158,-0.1034,0.5324675,0.05,0.1882,-0.056,0.6266667,0,"0","0","6","6"
"2274",2004-05-05,0.44,0.2,0.636,0.6803797,0.15,0.0022,0.0876,0.5708812,-0.0124,0.069,0.5757576,0.03,0.1418,-0.025,0.5733333,0,"0","0","1","6"
"2275",2004-05-06,0.43,0.2,0.632,0.7151899,0.09,-0.0288,0.0908,0.6015326,0.0186,0.069,0.5541126,0.13,0.091,0.0324,0.5866667,0,"0","0","4","5"
"2276",2004-05-07,0.47,0.24,0.634,0.7373418,0.19,-0.0586,0.1236,0.6283525,0.041,0.036,0.5497835,0.41,0.1022,0.0296,0.6133333,0,"0","0","6","5"
"2277",2004-05-08,0.49,0.24,0.626,0.6582278,0.48,-0.0384,0.1528,0.6475096,-0.0206,0.0906,0.4718615,0.79,-0.009,0.1118,0.6133333,0,"0","0","6","5"
"2278",2004-05-09,0.51,0.3,0.654,0.6265823,0.54,-0.0794,0.1882,0.5555556,-0.024,0.1186,0.5151515,0.79,0.0202,0.2118,0.56,0,"0","0","6","5"
"2279",2004-05-10,0.43,0.23,0.632,0.6360759,0.53,-0.0804,0.132,0.5977011,0.005,0.058,0.5411255,0.46,0.0472,0.0876,0.5066667,0.06004843,"0","0","3","7"
"2280",2004-05-11,0.44,0.21,0.624,0.6740506,0.77,-0.0108,0.1394,0.5363985,0.0684,0.1114,0.5930736,0.43,0.0986,0.0436,0.4933333,0.2421308,"0","0","2","7"
"2281",2004-05-12,0.38,0.3,0.684,0.6993671,0.85,0.0398,0.2778,0.559387,0.1562,0.2114,0.5974026,0.57,0.187,0.068,0.4266667,0.002421308,"0","0","6","5"
"2282",2004-05-13,0.41,0.26,0.628,0.7436709,0.88,0.0466,0.1936,0.6858238,0.0954,0.1016,0.6536797,0.47,0.1846,0.038,0.4133333,0.2213075,"0","0","5","7"
"2283",2004-05-14,0.38,0.23,0.602,0.6835443,0.93,0.0198,0.301,0.5785441,0.0564,0.34,0.6277056,0.88,0.1118,0.296,0.4666667,0.0440678,"0","0","3","5"
"2284",2004-05-15,0.3,0.2,0.634,0.693038,0.64,-0.0236,-0.0562,0.5172414,-0.0038,0.0194,0.6363636,0.42,-0.0178,0.0684,0.52,0,"0","0","6","5"
"2285",2004-05-16,0.35,0.19,0.642,0.6993671,0.59,-0.0266,0.016,0.5478927,0.0042,-0.0046,0.6103896,0.06,0.0114,-0.0214,0.5466667,0.002421308,"0","0","4","7"
"2286",2004-05-17,0.35,0.2,0.658,0.6772152,0.9,0.0054,0.1786,0.5670498,0.0644,0.182,0.6190476,0.12,0.0452,0.0566,0.5466667,0.001452785,"0","0","2","7"
"2287",2004-05-18,0.33,0.17,0.684,0.7056962,0.79,0.0108,0.118,0.5708812,0.0514,0.079,0.5757576,0.34,0.1224,0.0172,0.56,0,"0","0","2","7"
"2288",2004-05-19,0.42,0.21,0.69,0.7120253,0.75,-0.0326,0.1032,0.5785441,0.0276,0.0288,0.6709957,0.2,0.0888,0.0556,0.5866667,0,"0","0","4","3"
"2289",2004-05-20,0.47,0.26,0.68,0.7151899,0.66,-0.0268,0.1312,0.6590038,-0.0648,0.0926,0.6580087,0.21,-0.11,-0.0532,0.6,0,"0","0","1","3"
"2290",2004-05-21,0.46,0.26,0.684,0.7183544,0.59,-0.041,0.1098,0.6666667,-0.034,0.0556,0.6753247,0.2,-0.021,0.0318,0.6266667,0,"0","0","6","3"
"2291",2004-05-22,0.48,0.3,0.688,0.7025316,0.65,0.0258,0.1468,0.6781609,-0.001,0.0458,0.7186147,0.08,0.0388,-0.0216,0.5466667,0,"0","0","6","3"
"2292",2004-05-23,0.43,0.29,0.698,0.693038,0.6,0.0184,0.1946,0.7662835,0.0372,0.0174,0.7619048,0.16,0.0884,-0.062,0.44,0,"0","0","6","3"
"2293",2004-05-24,0.46,0.29,0.706,0.7341772,0.44,0.059,0.191,0.8544061,0.0284,0.0176,0.6969697,0.33,0.1486,-0.1002,0.44,0,"0","0","6","3"
"2294",2004-05-25,0.46,0.3,0.712,0.7816456,0.33,0.065,0.1786,0.8850575,0.0636,0.0212,0.7445887,0.22,0.052,-0.063,0.44,0,"0","0","6","3"
"2295",2004-05-26,0.46,0.28,0.704,0.8006329,0.5,0.0728,0.0798,0.835249,0.0106,0.1216,0.7748918,0.42,0.1542,-0.026,0.4533333,0,"0","0","6","3"
"2296",2004-05-27,0.51,0.3,0.734,0.8322785,0.35,0.1548,0.1768,0.9233716,0.1048,0.0648,0.8614719,0.7,0.2296,0.0322,0.4,0,"0","0","4","3"
"2297",2004-05-28,0.34,0.21,0.694,0.7436709,0.73,0.1778,0.1638,0.9042146,0.1762,0.1226,0.8268398,0.25,0.2994,0.1708,0.3733333,0.01452785,"0","0","2","3"
"2298",2004-05-29,0.53,0.35,0.716,0.7816456,0.6,0.0964,0.1562,0.7701149,0.1544,0.0676,0.8701299,0.1,0.268,0.09,0.36,0,"0","0","6","5"
"2299",2004-05-30,0.47,0.37,0.736,0.7816456,0.8,0.1054,0.2634,0.8467433,0.1396,0.2202,0.7922078,0.16,0.2052,0.08,0.3066667,0.001452785,"0","0","6","3"
"2300",2004-05-31,0.38,0.2,0.772,0.8322785,0.77,0.197,0.2476,0.8390805,0.2592,0.2504,0.7359307,0.67,0.3286,0.1556,0.28,0,"0","0","5","3"
"2301",2004-06-01,0.43,0.23,0.772,0.8101266,0.84,0.0754,0.0864,0.7662835,0.179,0.048,0.7316017,0.07,0.2992,0.036,0.28,0,"0","0","1","3"
"2302",2004-06-02,0.42,0.27,0.738,0.8575949,0.57,0.05,0.0096,0.743295,0.1406,0.02,0.6709957,0.15,0.2352,-0.0556,0.36,0,"0","0","6","5"
"2303",2004-06-03,0.35,0.17,0.744,0.7879747,0.77,0.0902,-0.0116,0.7049808,0.1712,0.0504,0.6580087,0.52,0.2646,-0.0876,0.52,0.01743341,"0","0","6","8"
"2304",2004-06-04,0.64,0.16,0.752,0.7563291,0.83,0.1182,-0.0598,0.6436782,0.199,-0.0534,0.6536797,0.25,0.1518,-0.1078,0.56,0.1268765,"0","0","2","7"
"2305",2004-06-05,0.55,0.18,0.694,0.7436709,0.92,0.0922,0,0.6743295,0.1678,-0.0492,0.6190476,0.52,0.0936,-0.0258,0.4933333,0.01113801,"0","0","5","8"
"2306",2004-06-06,0.4,0.27,0.742,0.8037975,0.56,0.098,-0.039,0.6015326,0.1614,-0.0738,0.6147186,0.96,0.1186,-0.0194,0.4266667,0,"0","0","6","3"
"2307",2004-06-07,0.51,0.24,0.718,0.7943038,0.44,0.0518,0.1722,0.6934866,0.072,0.115,0.6277056,0.5,0.1138,0.0058,0.44,0.03196126,"0","0","2","7"
"2308",2004-06-08,0.47,0.26,0.652,0.7721519,0.66,-0.0112,0.1956,0.6590038,-0.0152,0.1836,0.7229437,0.41,0.0224,0.158,0.48,0.2460048,"0","0","2","7"
"2309",2004-06-09,0.55,0.38,0.71,0.7848101,0.58,-0.0678,0.2154,0.6436782,-0.005,0.1934,0.7489177,0.64,0.0446,0.2082,0.52,0,"0","0","6","3"
"2310",2004-06-10,0.42,0.29,0.716,0.7658228,0.71,-0.0454,0.1572,0.6934866,-0.033,0.156,0.7792208,0.2,0.0184,0.1426,0.4666667,0,"0","0","6","3"
"2311",2004-06-11,0.43,0.32,0.746,0.778481,0.65,0.0398,0.1212,0.7547893,0.0254,0.0824,0.7965368,0.25,0.0194,0.0742,0.4133333,0,"0","0","6","3"
"2312",2004-06-12,0.39,0.27,0.742,0.7816456,0.66,0.0492,0.1354,0.7049808,0.0312,0.092,0.7922078,0.19,0.0692,0.1182,0.4533333,0,"0","0","6","3"
"2313",2004-06-13,0.6,0.19,0.724,0.806962,0.6,0.0058,0.1078,0.7088123,0.0334,0.0718,0.7922078,0.13,0.0276,0.1616,0.4533333,0.4401937,"0","0","2","7"
"2314",2004-06-14,0.21,0.1,0.718,0.7753165,0.82,-0.0482,0.0416,0.6666667,-0.031,-0.0272,0.8138528,0.14,0.0308,0.1238,0.3866667,0.002421308,"0","0","6","7"
"2315",2004-06-15,0.33,0.11,0.644,0.7594937,0.76,0.0132,-0.0478,0.6590038,0.0146,-0.0184,0.7186147,0.26,-0.0142,0.1462,0.3333333,0.3234867,"0","0","5","8"
"2316",2004-06-16,0.23,0.11,0.612,0.7721519,0.71,0.0094,0.1998,0.6360153,0.1016,0.2296,0.7878788,0.5,0.1152,0.2142,0.4,0.04939467,"0","0","3","5"
"2317",2004-06-17,0.24,0.12,0.722,0.8037975,0.77,0.0882,0.1608,0.7241379,0.1244,0.1816,0.7878788,0.52,0.143,0.1808,0.52,0.007263923,"0","0","4","7"
"2318",2004-06-18,0.34,0.11,0.758,0.8164557,0.63,0,0.0616,0.7509579,0.0958,0.0156,0.7965368,0.12,0.0114,0.0286,0.5733333,0,"0","0","1","3"
"2319",2004-06-19,0.17,0.09,0.766,0.8386076,0.37,-0.0192,-0.0022,0.7662835,-0.0266,-0.0356,0.7662338,0.15,0.0078,0.0028,0.5733333,0,"0","0","6","3"
"2320",2004-06-20,0.36,0.12,0.762,0.7974684,0.83,-0.015,0.0048,0.6819923,-0.0012,-0.0208,0.7532468,0.41,0.0758,-0.0444,0.52,0.01113801,"0","0","1","7"
"2321",2004-06-21,0.38,0.2,0.736,0.7911392,0.83,0.0236,0.036,0.7049808,0.036,-0.0536,0.6839827,0.81,0.042,0.014,0.4266667,0,"0","0","6","3"
"2322",2004-06-22,0.46,0.19,0.692,0.8037975,0.56,0.054,0.1598,0.7279693,0.0696,0.101,0.7056277,0.35,0.1028,0.042,0.36,0.135109,"0","0","2","7"
"2323",2004-06-23,0.31,0.17,0.628,0.7531646,0.94,0.1008,0.1578,0.6360153,0.1426,0.249,0.7532468,0.85,0.2278,0.1314,0.4533333,0.1588378,"0","0","3","5"
"2324",2004-06-24,0.25,0.13,0.614,0.7436709,0.78,0.0704,0.1774,0.6436782,0.154,0.2168,0.7575758,0.92,0.1364,0.0662,0.4933333,0.1118644,"0","0","6","5"
"2325",2004-06-25,0.3,0.13,0.602,0.7246835,0.83,0.1808,0.0354,0.6704981,0.1942,0.0498,0.7662338,0.86,0.1874,0.1498,0.4666667,0.09249395,"0","0","2","5"
"2326",2004-06-26,0.26,0.16,0.646,0.7278481,0.76,0.0398,0.059,0.6704981,0.108,0.1232,0.7142857,0.84,0.1812,0.1152,0.4933333,0.1549637,"0","0","2","5"
"2327",2004-06-27,0.26,0.13,0.714,0.7405063,0.89,0.1012,0.1076,0.6436782,0.2948,0.2064,0.7229437,0.58,0.2022,0.1524,0.4933333,0.03922518,"0","0","2","7"
"2328",2004-06-28,0.26,0.11,0.718,0.8006329,0.55,0.0648,0.1272,0.6781609,0.1278,0.1478,0.6493506,0.63,0.2052,0.067,0.5333333,0.1830508,"0","0","2","7"
"2329",2004-06-29,0.32,0.11,0.7,0.7689873,0.77,0.0156,0.1068,0.6896552,0.062,0.0788,0.6839827,0.82,0.1634,0.0178,0.5466667,0.09104116,"0","0","2","7"
